0.7,2.0,100000,0.769441844354261,1,10,-1
0.7,1.0,100000,3.3688565227292426,1,10,-1
0.7,1.0,1000000,3.333989192736392,1,10,-1
0.5,1.0,1000000,1.9997135668574728,1,10,-1
0.5,1.0,1000000,2.005223027387122,1,10,-1
0.5,1.0,1000000,1.3860495558033068,10,10,-1
0.7,1.0,1000000,1.5665985859143523,10,10,1
0.5,1.0,1000000,1.386591706950577,10,10,1
0.99,1.0,1000000,11.037376775645853,5,10,1
0.5,1.0,1000000,1.4052827848271794,5,5,1
0.5,1.0,1000000,1.3880252325724867,5,10,-1
0.5,1.0,1000000,1.3880693142556613,5,10,-1
0.5,1.0,1000000,1.3884150527685835,5,10,-1
0.5,1.0,100000,1.38155382905793,5,100,-1
0.5,1.0,1000000,1.3870411498250983,5,10,-1
0.9,1.0,1000000,2.3503662494964774,5,10,-1
0.9,1.0,1000000,2.3561394007135172,5,10,-1
0.9,1.0,1000000,2.340871889693519,5,10,-1
0.9,1.0,1000000,2.3586666924053197,5,10,-1
0.9,1.0,1000000,2.3594092318942796,5,10,-1
0.9,1.0,1000000,2.3629329566316466,5,10,-1
0.5,1.0,1000000,1.389264634118782,5,10,-1
0.5,1.0,1000000.0,1.3823118883905992,10,100,1
